Filename	Samplename	Dataset	Laboratory	Data	Data_collector	Instrument	Instrument_id	Column	Experiment	Sample_type	Sample_type2	Sample_position	Triplicate_number	Sequence_number	Injection_volume	Proportion_Fecal_1	Proportion_Fecal_2	Proportion_Tomato	Proportion_NIST_1950_SRM	Proportions	Batch	Species1	Species2	Species1_metadata	Species1_metadata2	Species2_metadata	Sex	Ionisation_mode	Extraction	Sample_preparation	Method	qTOF_LCmethod
QEC18polar_F1-3_To-1_20181231023133.mzML	QE_C18-polar_F1-3_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	2	87	10	75	0	25	0	75_0_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_To-1_20181231044446.mzML	QE_C18-polar_F1-3_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	3	94	10	75	0	25	0	75_0_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_To-1.mzML	QE_C18-polar_F1-3_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	C5	1	38	10	75	0	25	0	75_0_25_0	3	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_F2-1_20181230094200.mzML	QE_C18-polar_F1-3_F2-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	2	54	10	75	25	0	0	75_25_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_F2-1_20181230173825.mzML	QE_C18-polar_F1-3_F2-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	3	71	10	75	25	0	0	75_25_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18polar_F1-3_F2-1.mzML	QE_C18-polar_F1-3_F2-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm	C18-polar	Sample	Sample	B4	1	20	10	75	25	0	0	75_25_0_0	3	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_C18polar_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v11_C18polar_1e6_excl14_top4.meth	
QEC18RT_Blank_resusp_20181228082621.mzML	QE_C18-RTshift_BLANK_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	2	12	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	5Da_v8_1e6_excl14_top4_RTshift.meth
QEC18RT_Blank_resusp_20181228111715.mzML	QE_C18-RTshift_BLANK_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	3	21	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181228134917.mzML	QE_C18-RTshift_BLANK_inj_4	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	4	29	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181228160217.mzML	QE_C18-RTshift_BLANK_inj_5	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	5	36	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181228185935.mzML	QE_C18-RTshift_BLANK_inj_6	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	6	45	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181229004153.mzML	QE_C18-RTshift_BLANK_inj_7	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	7	61	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181229025503.mzML	QE_C18-RTshift_BLANK_inj_8	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	8	68	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181229043005.mzML	QE_C18-RTshift_BLANK_inj_9	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	9	73	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp_20181229081815.mzML	QE_C18-RTshift_BLANK_inj_10	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	10	85	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_Blank_resusp.mzML	QE_C18-RTshift_BLANK_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_solvent	BLANK	1	2	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol		1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_blank_SPE_20181228182133.mzML	QE_C18-RTshift_blank SPE_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	2	43	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_blank_SPE_20181229064309.mzML	QE_C18-RTshift_blank SPE_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	3	80	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_blank_SPE.mzML	QE_C18-RTshift_blank SPE_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Blank	blank_SPE	A5	1	3	10	0	0	0	0	0_0_0_0	2	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_NIST_20181228191835.mzML	QE_C18-RTshift_NIST_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	2	46	10	0	0	0	100	0_0_0_100	2	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_NIST_20181229031403.mzML	QE_C18-RTshift_NIST_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	3	69	10	0	0	0	100	0_0_0_100	2	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_NIST.mzML	QE_C18-RTshift_NIST_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A4	1	23	10	0	0	0	100	0_0_0_100	2	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To_20181229050805.mzML	QE_C18-RTshift_To_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A3	2	75	10	0	0	100	0	0_0_100_0	2		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To_20181229074015.mzML	QE_C18-RTshift_To_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A3	3	83	10	0	0	100	0	0_0_100_0	2		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To.mzML	QE_C18-RTshift_To_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A3	1	32	10	0	0	100	0	0_0_100_0	2		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-3_20181229021701.mzML	QE_C18-RTshift_To-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C3	2	66	10	0	0	25	75	0_0_25_75	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-3_20181229060507.mzML	QE_C18-RTshift_To-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C3	3	78	10	0	0	25	75	0_0_25_75	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-3.mzML	QE_C18-RTshift_To-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C3	1	56	10	0	0	25	75	0_0_25_75	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-1_20181228201537.mzML	QE_C18-RTshift_To-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C1	2	49	10	0	0	50	50	0_0_50_50	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-1_20181229093419.mzML	QE_C18-RTshift_To-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C1	3	89	10	0	0	50	50	0_0_50_50	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-1_NIST-1.mzML	QE_C18-RTshift_To-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C1	1	6	10	0	0	50	50	0_0_50_50	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-3_NIST-1_20181228162117.mzML	QE_C18-RTshift_To-3_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C2	2	37	10	0	0	75	25	0_0_75_25	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-3_NIST-1_20181229010055.mzML	QE_C18-RTshift_To-3_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C2	3	62	10	0	0	75	25	0_0_75_25	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_To-3_NIST-1.mzML	QE_C18-RTshift_To-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	C2	1	16	10	0	0	75	25	0_0_75_25	2	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2_20181228211241.mzML	QE_C18-RTshift_F2_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A2	2	51	10	0	100	0	0	0_100_0_0	2	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2_20181229083715.mzML	QE_C18-RTshift_F2_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A2	3	86	10	0	100	0	0	0_100_0_0	2	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2.mzML	QE_C18-RTshift_F2_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	A2	1	9	10	0	100	0	0	0_100_0_0	2	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_NIST-3_20181228193737.mzML	QE_C18-RTshift_F2-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	D4	2	47	10	0	25	0	75	0_25_0_75	2	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_NIST-3_20181228234449.mzML	QE_C18-RTshift_F2-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	D4	3	58	10	0	25	0	75	0_25_0_75	2	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_NIST-3.mzML	QE_C18-RTshift_F2-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	D4	1	7	10	0	25	0	75	0_25_0_75	2	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_To-3_20181228071021.mzML	QE_C18-RTshift_F2-1_To-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	B8	2	8	10	0	25	75	0	0_25_75_0	2	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_To-3_20181228125213.mzML	QE_C18-RTshift_F2-1_To-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	B8	3	26	10	0	25	75	0	0_25_75_0	2	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_To-3.mzML	QE_C18-RTshift_F2-1_To-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	B8	1	5	10	0	25	75	0	0_25_75_0	2	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_NIST-1_20181229054607.mzML	QE_C18-RTshift_F2-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	D2	2	77	10	0	50	0	50	0_50_0_50	2	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
QEC18RT_F2-1_NIST-1_20181229075915.mzML	QE_C18-RTshift_F2-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Q-Exactive (ThemoFisher)	QE	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18-RTshift	Sample	Sample	D2	3	84	10	0	50	0	50	0_50_0_50	2	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1901_BenchMark_RTshift_pos_MS1_35k_MS2_17k_TOP4+1,5Da_v8_1e6_excl14_top4_RTshift.meth	
